companhia;receitas;ativos;passivos;depreciacao;ganhosPorAcao
758743.0;;11944000.0;3484000.0;220000.0;-1.13
759944.0;4824000000.0;138208000000.0;118562000000.0;116000000.0;1.55
760498.0;;6692829000.0;6037319000.0;9966000.0;4.25
761648.0;149207000.0;1321582000.0;724040000.0;35000000.0;
763563.0;;1619964000.0;1482722000.0;4044000.0;
763744.0;;622946000.0;184371000.0;;3.06
763901.0;;35769534000.0;30664210000.0;;8.66
763907.0;;1323458000.0;1202687000.0;;
764038.0;;8557348000.0;7497964000.0;11100000.0;4.15
764044.0;1134900000.0;4377800000.0;;;1.18
764065.0;2013300000.0;2135500000.0;3947100000.0;119200000.0;-5.14
764180.0;;32535000000.0;29625000000.0;204000000.0;
764401.0;;260239000.0;;10900000.0;0.0
764478.0;;13519000000.0;;657000000.0;2.59
764579.0;;17035115.0;11381857.0;;
764622.0;;15028258000.0;;;3.94
764630.0;0.0;416.0;2193595.0;0.0;-0.02
764764.0;;33903000000.0;30928000000.0;;
764811.0;;2397265000.0;2124227000.0;;
764897.0;;336134.0;308658.0;;
765207.0;;1564810000.0;1397312000.0;1720000.0;1.52
765880.0;2544312000.0;21449849000.0;11703532000.0;;-1.21
766404.0;;30410.0;451814.0;;
766421.0;0.0;6533000000.0;;;6.61
766701.0;;14446366000.0;13148042000.0;;0.97
766704.0;3859826000.0;29023845000.0;13664877000.0;;2.35
766792.0;38965387.0;42806204.0;7907075.0;;0.52
766829.0;;1340963000.0;;;1.86
767405.0;;733071000.0;651830000.0;;1.36
767884.0;2720000.0;11122000.0;6909000.0;657000.0;
768408.0;;31147000.0;13319000.0;;
768411.0;41130000.0;44739000.0;8681000.0;1177000.0;-0.31
768710.0;;24261032.0;;732968.0;-0.1
768835.0;;1640370000.0;;122737000.0;2.83
768899.0;;1266835000.0;731262000.0;;1.73
769397.0;;5515300000.0;;60600000.0;-1.46
769520.0;;2761151000.0;;25500000.0;3.36
770460.0;;641004000.0;549165000.0;1754000.0;
771266.0;;106060086.0;;;-0.23
771497.0;;2149800000.0;1142300000.0;32800000.0;1.35
771856.0;;5777000.0;5539000.0;;-1.2
771999.0;17505109.0;15657433.0;;663000.0;
772406.0;;1181883000.0;;;1.96
772897.0;;241512000.0;;;-1.2
773141.0;1909036000.0;2415899000.0;1159607000.0;;1.35
773717.0;0.0;3983808.0;;;-0.48
773840.0;;49316000000.0;;672000000.0;6.11
773910.0;8698000000.0;46414000000.0;;;-13.18
774569.0;;612443000.0;555759000.0;792000.0;0.97
774937.0;543036.0;383151.0;10432103.0;0.0;
775057.0;48000.0;2778000.0;;;
775158.0;;4613000000.0;;64900000.0;2.94
775368.0;4999478000.0;22846333000.0;15265907000.0;;35.14
776008.0;;19547000.0;30193000.0;45000.0;
776867.0;1808600000.0;10284500000.0;5916500000.0;;50.6
776901.0;;7210038000.0;6438575000.0;7000000.0;2.51
777491.0;;2861299000.0;2483968000.0;;
777917.0;2862947000.0;148643945000.0;144133128000.0;;
779544.0;;66567000.0;25336000.0;;1.59
779956.0;822173.0;498520.0;;;
780571.0;;1681363000.0;1058660000.0;44320000.0;0.33
781902.0;;11250338.0;2540919.0;153466.0;0.16
783005.0;;316606000.0;330755000.0;4300000.0;0.04
783280.0;949432000.0;6917113000.0;3712312000.0;253683000.0;1.77
783324.0;0.0;27868000.0;803000.0;;0.01
783325.0;5926100000.0;29355200000.0;;;2.36
783412.0;43978000.0;228196000.0;;;
784011.0;78028000.0;370056000.0;;;
784199.0;145898000.0;181179000.0;25928000.0;3728000.0;0.14
784539.0;140213000.0;42516000.0;15565000.0;;
784681.0;;6867293000.0;11778877000.0;857440000.0;0.65
784977.0;;7221000000.0;4963000000.0;;2.05
785161.0;;4606100000.0;3705700000.0;91000000.0;2.02
785557.0;;28624000.0;5755000.0;;0.91
785786.0;;1702388000.0;860116000.0;48378000.0;2.81
785787.0;;440205000.0;350557000.0;;5.66
785956.0;976256000.0;742935000.0;;32356000.0;3.76
786110.0;;1156744000.0;1494632000.0;;
786947.0;8587000.0;16961000.0;9061000.0;100000.0;-0.46
787250.0;;3340800000.0;;;
788329.0;;299204000.0;101236000.0;10846000.0;
788611.0;;2787264.0;109916.0;166744.0;
788784.0;10415000000.0;37535000000.0;;;3.32
788816.0;;10059783000.0;;180866000.0;
788965.0;340120000.0;545490000.0;338670000.0;;
789019.0;;193694000000.0;121697000000.0;4900000000.0;2.12
789132.0;;467999000.0;351030000.0;12300000.0;
789460.0;30379700000.0;4549400000.0;2628000000.0;35100000.0;2.66
789570.0;;25215178000.0;17444501000.0;;-0.82
789933.0;915860000.0;655408000.0;454270000.0;;
790051.0;;3954100000.0;;73500000.0;4.89
790070.0;24704000000.0;46612000000.0;23893000000.0;1019000000.0;1.02
790179.0;;349.0;261872.0;;
790359.0;;8262646000.0;7380642000.0;;1.74
790526.0;;838435000.0;801974000.0;;0.18
790703.0;;6358288000.0;4352533000.0;16300000.0;7.4
790715.0;;216669000.0;63864000.0;;0.0
790816.0;;4554511000.0;2602420000.0;;-0.21
790877.0;;1136819000.0;675162000.0;;
791519.0;;10172000000.0;;388000000.0;0.59
791907.0;;1884079000.0;306152000.0;51900000.0;2.13
791908.0;55447000.0;74880000.0;77189000.0;1532000.0;-0.17
791915.0;;4004261000.0;1291576000.0;126496000.0;-1.25
791963.0;928385000.0;2692964000.0;2167882000.0;;0.14
792130.0;30221000.0;58931000.0;13389000.0;;-4.38
792161.0;18510000.0;65553000.0;26832000.0;2658000.0;
792966.0;;989068000.0;868971000.0;1400000.0;
792977.0;;2487432000.0;1555168000.0;3900000.0;1.04
792987.0;;777353000.0;167495000.0;20744000.0;1.43
793074.0;2093529000.0;1613684000.0;;193209000.0;1.72
793306.0;221732620.0;91412196.0;59021490.0;;0.42
793524.0;;9544017.0;;;
793547.0;1058989000.0;4584012000.0;3487864000.0;;5.63
793733.0;3095563000.0;4802886000.0;;;2.31
793952.0;5995402000.0;9991167000.0;;198074000.0;3.71
794170.0;;9206515000.0;4978436000.0;15700000.0;2.06
794172.0;;183282000.0;;3470000.0;0.85
794323.0;8229000000.0;24145000000.0;14019000000.0;939000000.0;9.71
794367.0;;20576000000.0;;;3.26
794619.0;;466693000.0;;;3.61
795212.0;;271605000.0;96337000.0;5191000.0;0.09
795266.0;3032030000.0;5015371000.0;;;0.92
795403.0;;1692800000.0;;31600000.0;-3.24
796343.0;4795511000.0;11726472000.0;4724892000.0;;1.26
796505.0;;57627617.0;6348487.0;1214512.0;0.35
796534.0;;1199739000.0;1027625000.0;749000.0;2.28
797465.0;;63146000.0;15494000.0;185000.0;0.37
797468.0;;43437000000.0;;;-10.23
797542.0;0.0;162366.0;288775.0;-6494.0;
797564.0;;195.0;2854688.0;;
797721.0;;2405846000.0;1271422000.0;193086000.0;0.45
798081.0;;88260000.0;20744000.0;884863.0;0.54
798287.0;417050000.0;357995000.0;256441000.0;32346000.0;2.94
798354.0;5254000000.0;9340000000.0;6680000000.0;80000000.0;3.04
798359.0;536728000.0;1760177000.0;1034393000.0;;
798371.0;;1142300.0;11292654.0;29592.0;
798528.0;5330251.0;6913016.0;32462022.0;1419295.0;
798783.0;63950000.0;458901000.0;263859000.0;16200000.0;1.78
798941.0;;31475934000.0;28603825000.0;;17.52
798949.0;854231000.0;2808509000.0;;56135000.0;-21.12
799088.0;804368000.0;912658000.0;;;-0.02
799165.0;234685000.0;247787000.0;;47072000.0;-1.27
799167.0;664994000.0;631528000.0;222107000.0;75323000.0;1.07
799231.0;;464769000.0;190869000.0;;2.11
799233.0;736345000.0;736030000.0;;;0.84
799288.0;;1288526000.0;904017000.0;17000000.0;-0.61
799292.0;1418395000.0;1415554000.0;818988000.0;6612000.0;1.91
799698.0;;67024438.0;;;
799850.0;567906000.0;406296000.0;177079000.0;;1.38
800240.0;;6442000000.0;4839000000.0;193000000.0;0.01
800457.0;636387263.0;1537834415.0;1129445847.0;792733.0;
800459.0;;6054042000.0;3601569000.0;151400000.0;
801337.0;;24677820000.0;22262249000.0;28400000.0;2.17
801898.0;3172147000.0;3712446000.0;;110900000.0;-12.08
802257.0;;45185.0;564873.0;;
802481.0;;3318443000.0;2056633000.0;146400000.0;2.5
802681.0;;3030997000.0;2665286000.0;;0.96
802967.0;;1082013000.0;;14900000.0;
803164.0;;567746000.0;497904000.0;986000.0;1.75
803578.0;6214585.0;4117617.0;1940427.0;;0.01
803649.0;;5244372000.0;1875885000.0;145888000.0;0.56
804212.0;;6134956000.0;;318552000.0;4.6
804269.0;6454000000.0;65904000000.0;57852000000.0;;
804328.0;25281000000.0;50796000000.0;19382000000.0;;3.26
804753.0;;5561984000.0;1691600000.0;217000000.0;1.57
805022.0;;8369281000.0;4352540000.0;158700000.0;
805264.0;;4539400000.0;2886300000.0;175300000.0;-11.59
805305.0;;922523000.0;1212190000.0;36000000.0;-1.79
805326.0;411000.0;15810000.0;167728000.0;14000.0;
805676.0;;7311354000.0;6597999000.0;7347000.0;5.27
805729.0;522551.0;885474.0;362732.0;;0.01
805928.0;27331092.0;37546053.0;29350462.0;203140.0;
805993.0;;22459065.0;24868917.0;1139194.0;
806172.0;11833730.0;10669537.0;3001927.0;465432.0;0.04
806279.0;;1456334000.0;1297193000.0;;1.76
806517.0;;22362968.0;10689438.0;;0.28
806592.0;18015068.0;27970981.0;;994648.0;
807707.0;;669712000.0;273818000.0;;-0.11
807863.0;25367496.0;38746497.0;8313385.0;433296.0;0.08
807882.0;1540317000.0;1303979000.0;;88778000.0;2.89
807884.0;1029491000.0;1378997000.0;380838000.0;49800000.0;1.02
808047.0;;142973877.0;148484063.0;4079764.0;-20.51
808326.0;81685000.0;160907000.0;25465000.0;2100000.0;2.1
808362.0;;24080000000.0;;1637000000.0;-4.49
808450.0;10140000000.0;6692000000.0;11852000000.0;190000000.0;-2.25
808461.0;978534000.0;1982308000.0;1863047000.0;;
809248.0;;427256000.0;319257000.0;;
809933.0;;68489337.0;;;
810136.0;;1045555000.0;283489000.0;75684000.0;0.67
810509.0;13249307.0;14964513.0;68800213.0;;
810958.0;;1223417000.0;1035930000.0;;1.35
811156.0;6456000000.0;20340000000.0;;591000000.0;1.9
811240.0;;42251000.0;17326000.0;817000.0;-0.35
811532.0;;1994907000.0;;;
811589.0;;3362065000.0;3019875000.0;4494000.0;1.34
811596.0;;1250100000.0;475700000.0;30800000.0;-13.76
811641.0;;14600647.0;3986827.0;525918.0;0.4
811808.0;;1492429000.0;1348685000.0;1076000.0;1.56
811830.0;0.0;127633001000.0;108064048000.0;239500000.0;
812011.0;;2489621000.0;;144000000.0;3.16
812074.0;;9421000000.0;;323000000.0;-0.47
812128.0;;1251461000.0;;;9.52
812149.0;;1495.0;;;
812152.0;0.0;768.0;;;-0.03
812233.0;;9421000000.0;;323000000.0;
812348.0;;3947441000.0;3732897000.0;;
812701.0;;656518000.0;262527000.0;33700000.0;0.84
812796.0;8768390.0;7387122.0;;;-0.3
813298.0;;274347000.0;;27700000.0;
813640.0;;388619765.0;338243569.0;;0.72
813672.0;;2351015000.0;;48700000.0;0.88
813762.0;15272000000.0;36442000000.0;26409000000.0;757000000.0;
813828.0;13886000000.0;23765000000.0;;240000000.0;2.92
814046.0;15000.0;13222844.0;1380442.0;;
814184.0;1333928000.0;20691704000.0;18384787000.0;;1.07
814286.0;;121081.0;6846276.0;23354.0;
814453.0;5915700000.0;7278000000.0;;93000000.0;1.3
814547.0;;1230163000.0;793165000.0;20216000.0;2.75
814549.0;;675989000.0;267018000.0;3500000.0;2.29
814585.0;853000000.0;14855000000.0;11114000000.0;;1.06
814586.0;137244000.0;64918000.0;19661000.0;;
814926.0;15924165.0;8773161.0;;;
815093.0;37467000.0;35588000.0;15661000.0;439000.0;0.94
815094.0;329543000.0;423931000.0;55156000.0;3300000.0;0.9
815097.0;;39237000000.0;;;2.26
815556.0;;2532462000.0;;86071000.0;1.77
815917.0;;16356000000.0;16356000000.0;;
816159.0;;1557281000.0;974856000.0;;2.74
816284.0;9256000000.0;27053400000.0;21134400000.0;114900000.0;2.02
816761.0;2530000000.0;2530000000.0;1681000000.0;53000000.0;-1.53
816956.0;;1112944000.0;527871000.0;18704000.0;1.1
817135.0;473054000.0;634887000.0;701463000.0;48595000.0;0.63
817366.0;2133675000.0;2507265000.0;1238720000.0;;2.59
817720.0;;1300200000.0;595200000.0;;1.97
817979.0;;606716000.0;;34516000.0;-0.16
818033.0;;137845000.0;;734000.0;
818479.0;0.0;4402900000.0;2063500000.0;79100000.0;1.79
818677.0;;799727630.0;708760208.0;1706397.0;1.93
819050.0;20950000.0;49914000.0;;;
819220.0;;1078066000.0;735434000.0;31295000.0;2.85
819689.0;21495184.0;13382034.0;6499357.0;1461353.0;-0.15
819793.0;709868000.0;1009562000.0;507009000.0;52974000.0;1.79
819913.0;372402000.0;1076600000.0;814574000.0;1000000.0;1.14
819926.0;49565576.0;94608759.0;14541627.0;8128805.0;-3.24
820027.0;12200000000.0;145342000000.0;136937000000.0;150000000.0;8.6
820081.0;;505539000.0;194704000.0;21196000.0;1.82
820313.0;;7458400000.0;;;2.47
820318.0;827216000.0;1212591000.0;430253000.0;44324000.0;1.07
820600.0;;718985340.0;1487550.0;;1
820608.0;;358521.0;1790726.0;1093.0;
820901.0;953021.0;6276868.0;2969828.0;;-0.37
821002.0;;1184070000.0;295943000.0;23000000.0;2.52
821026.0;5447000.0;2359101000.0;1575362000.0;;-0.46
821127.0;346939000.0;7542508000.0;6777807000.0;6590000.0;0.76
821130.0;3996853000.0;7059978000.0;;;2.86
821189.0;8757428000.0;26975244000.0;;;-8.29
821483.0;2066337000.0;892261000.0;551650000.0;;-1.06
821995.0;;51379000.0;11412000.0;1500000.0;-0.2
822370.0;;567100.0;5403600.0;;
822411.0;0.0;30082374.0;8362078.0;36193.0;
822416.0;5981964000.0;8967160000.0;4207835000.0;33300000.0;1.38
822662.0;;3849063000.0;3547604000.0;;1.77
822663.0;;687659000.0;;;0.98
822746.0;;4154.0;;;
822818.0;3275137000.0;3431428000.0;2335146000.0;;0.76
822997.0;38499995.0;8312070.0;6740795.0;0.0;0.02
823094.0;961494000.0;3274129000.0;2467425000.0;;0.64
823277.0;34582442000.0;15228312000.0;;344400000.0;
823768.0;12961000000.0;20419000000.0;15052000000.0;;1.66
824142.0;;232854000.0;;11741000.0;0.85
824410.0;;4655380000.0;4130953000.0;;1.84
824416.0;498395.0;2697713.0;2878291.0;;
825313.0;;1589965000.0;274000.0;;
825324.0;44057000.0;48228000.0;;;
825410.0;151314000.0;208744000.0;196417000.0;;1.52
825411.0;;35616000.0;19820000.0;637000.0;0.33
825542.0;3016500000.0;2527200000.0;1894100000.0;51400000.0;2.62
825788.0;;5105229.0;;135356.0;
826154.0;;1292816000.0;1159755000.0;2310000.0;0.97
826675.0;;3670048000.0;3178023000.0;;
827052.0;11524000000.0;50310000000.0;36916000000.0;1420000000.0;3.13
827054.0;;5567515000.0;;103900000.0;1.59
827099.0;3856.0;7145.0;1562799.0;0.0;
827187.0;;513396000.0;291057000.0;;0.99
827809.0;;145166000.0;3825000.0;;
827871.0;;124605000.0;;;0.17
827876.0;;817399.0;55440.0;2521.0;-0.18
828878.0;;46461059.0;;;0.18
828916.0;;3901945000.0;2356935000.0;;1.31
828944.0;270831000.0;5585962000.0;5005491000.0;;1.88
829224.0;;12446100000.0;6626300000.0;;1.84
829323.0;;28732526.0;;;0.1
829325.0;1596812.0;7703014.0;;;-0.06
830122.0;266663000.0;663609000.0;229605000.0;;
830253.0;;885466000.0;467724000.0;;
830483.0;1630.0;28466232.0;;15599041.0;
830524.0;238046000.0;257897000.0;;5810000.0;2.87
830616.0;;4353288.0;1551989.0;441154.0;-0.04
830656.0;1797691.0;1804388.0;9782036.0;25288.0;
830748.0;;255787000.0;379977000.0;;
830916.0;;501460000.0;140378000.0;45464000.0;1.85
831259.0;;46577000000.0;33769000000.0;;-11.31
831355.0;;787125.0;635148.0;31470.0;
831489.0;1181564.0;807550.0;408409.0;;
831547.0;136851000.0;421220000.0;208363000.0;700000.0;-0.78
831641.0;;1559242000.0;;23110000.0;0.64
831968.0;;114157000.0;;3689000.0;0.38
832101.0;2020668000.0;2805443000.0;1362152000.0;;3.65
832428.0;;1680860000.0;;34178000.0;-1.06
832480.0;28767951.0;377227095.0;300239593.0;139218.0;0.25
832489.0;;1331593.0;;;
832988.0;;6474400000.0;3413700000.0;;5.89
833079.0;;2690522000.0;1431585000.0;;3.25
833444.0;9902000000.0;12321000000.0;8245000000.0;254000000.0;1.31
833640.0;;487537000.0;58918000.0;16464000.0;1.35
833795.0;69538000.0;555311000.0;138911000.0;;
834071.0;10483000000.0;114723000000.0;105326000000.0;;
834285.0;;1439443000.0;1326068000.0;3100000.0;0.06
834365.0;;12369622.0;2510251.0;343218.0;
835011.0;18772000.0;194310000.0;78150000.0;;1.48
835324.0;;2816801000.0;2530282000.0;3000000.0;2.53
835887.0;8676000.0;131251000.0;40590000.0;;-0.56
836147.0;;735139000.0;672835000.0;715000.0;3.41
836157.0;560181000.0;536468000.0;247908000.0;11700000.0;2.23
836429.0;75019000.0;95621000.0;27179000.0;1621000.0;0.18
836658.0;2418100000.0;72347900000.0;69531600000.0;;
836690.0;;36613753.0;5271267.0;600000.0;-0.35
837010.0;2783100000.0;90769600000.0;87400600000.0;3600000.0;
837465.0;;631224000.0;;;0.18
837852.0;;19825725.0;10280465.0;;
837919.0;;5714507.0;85243.0;;-165.64
838796.0;;295989.0;;3642.0;
838875.0;;38678876.0;11511843.0;;0.37
839087.0;57082000.0;50418000.0;;505000.0;0.02
839470.0;;56966000.0;16487000.0;;
840489.0;704602000.0;757021000.0;325639000.0;;2.16
840715.0;;93529000.0;10960000.0;;0.74
842013.0;;46274.0;;;-0.04
842162.0;;9405800000.0;;295300000.0;9.71
842183.0;;2128671000.0;1222334000.0;;0.73
842295.0;15261000.0;36708000.0;9952000.0;2863000.0;
842314.0;36481.0;4024433.0;144366.0;;
842517.0;;1668112000.0;1484141000.0;2677000.0;1.95
842518.0;;939107000.0;847851000.0;1000000.0;1.85
842633.0;;1170300000.0;623110000.0;22570000.0;-0.74
843006.0;11619883.0;11170143.0;2611166.0;79399.0;0.06
843368.0;4258409.0;3137344.0;1081694.0;;
844059.0;34646000.0;252621000.0;70279000.0;;0.85
844143.0;;76258000.0;65235000.0;871000.0;-0.47
844161.0;;70548000.0;28477000.0;;0.97
844856.0;;34247862.0;46832069.0;239335.0;
844887.0;;5637212.0;7808622.0;;1
844965.0;;1656376000.0;;138200000.0;-1.59
845091.0;243163000.0;9165935000.0;7874434000.0;;
845289.0;;47781000.0;10575000.0;;-2.18
845698.0;;221473281.0;7738442.0;;
845819.0;0.0;646387.0;383905.0;;
845877.0;;15540354000.0;14986634000.0;;4.33
846475.0;;3696000.0;7767000.0;367000.0;-0.09
846617.0;;3781959000.0;3440831000.0;;1.43
846901.0;;3869550000.0;3469034000.0;4000000.0;0.85
846913.0;73664000.0;76011000.0;17037000.0;2067000.0;-0.54
846931.0;;1518521000.0;1381813000.0;2200000.0;1.08
847464.0;;81315507.0;;652123.0;
849145.0;17431000.0;18802000.0;15408000.0;49000.0;
849399.0;;11767000000.0;8091000000.0;213000000.0;3.71
849401.0;4513070.0;3422546.0;1059406.0;3620.0;
849547.0;;475794000.0;319561000.0;8562000.0;-11.18
849636.0;86916.0;145842.0;;7117.0;
849706.0;;56049000.0;;4700000.0;
849869.0;;3192679000.0;;129000000.0;2.83
850141.0;1080448000.0;10059343000.0;8794682000.0;;2.23
850209.0;;3775000000.0;1222000000.0;;3.89
850261.0;4590000.0;343519000.0;202581000.0;1134000.0;
850429.0;;623260000.0;350512000.0;30909000.0;-0.99
850460.0;;628116000.0;;;2.3
851205.0;;887756000.0;62089000.0;9868000.0;2.17
851310.0;;524957000.0;196789000.0;13241000.0;-0.18
851520.0;312832000.0;387507000.0;124703000.0;;1.64
851968.0;;9942364000.0;5059549000.0;328486000.0;
852772.0;;297037000.0;357632000.0;20000000.0;0.44
853496.0;;13200214.0;;;
853566.0;182578.0;978635.0;12245995.0;;
853816.0;3321091000.0;998070000.0;;;3.38
854560.0;;4104189000.0;3705962000.0;;3.33
854775.0;;300360000.0;25422000.0;2949000.0;0.27
854800.0;;40143000.0;;481000.0;-0.42
855612.0;;87286000.0;30514000.0;;0.09
855654.0;60002000.0;287085000.0;369389000.0;;
855658.0;405966000.0;785920000.0;480400000.0;18100000.0;-1.36
855683.0;;12809327.0;;27947.0;-0.26
855874.0;;1143332000.0;1043549000.0;810000.0;1.36
856135.0;8181.0;341486.0;3292168.0;;
856982.0;;778728000.0;312625000.0;22600000.0;0.54
856984.0;0.0;0.0;460280.0;;
857005.0;;2209913000.0;1349742000.0;28900000.0;0.41
857737.0;379197000.0;2521998000.0;1757191000.0;1631000.0;-3.92
857855.0;326252000.0;9626108000.0;8607823000.0;;1.09
858339.0;;12195000000.0;9962000000.0;;40.88
858470.0;1357150000.0;5261899000.0;3252711000.0;;-0.28
858655.0;487635000.0;638191000.0;296202000.0;18997000.0;2.45
858800.0;;600595000.0;547756000.0;;2.06
858877.0;49161000000.0;113481000000.0;53774000000.0;;1.76
859070.0;;2462276000.0;2119259000.0;;1.32
859163.0;;2409819000.0;232713000.0;33918000.0;0.61
859222.0;;491161838.0;423479349.0;;0.17
859598.0;1054736000.0;3185419000.0;1794480000.0;122900000.0;-3.94
859737.0;2705000000.0;7670100000.0;;81500000.0;0.47
859747.0;;27800.0;250971.0;;
860131.0;190505.0;1728943.0;2673532.0;9475.0;-0.08
860413.0;;8728196000.0;7777703000.0;;1.92
860518.0;;10740000.0;1368000.0;36000.0;0.29
860546.0;625466000.0;3909312000.0;2273530000.0;;1.74
860730.0;;32744000000.0;38790000000.0;1880000000.0;5.14
860731.0;;1356570000.0;;9100000.0;1.9
860748.0;2340800000.0;8036100000.0;6043700000.0;13500000.0;1.65
861361.0;;3140900000.0;;68000000.0;2.75
861441.0;;659382239.0;15796353.0;;
861459.0;;1627860000.0;;;1.54
861838.0;;92276000.0;8694000.0;;
861842.0;;13254126000.0;11506348000.0;;2.0
861878.0;2985908000.0;7077450000.0;;81914000.0;3.02
861884.0;;7121600000.0;;;4.2
862651.0;353926.0;9490.0;4592051.0;0.0;
862692.0;21091431.0;19497946.0;;218000.0;0.85
862831.0;;3381024000.0;3087180000.0;;1.91
862861.0;;46846000.0;34802000.0;1190000.0;-0.47
863015.0;978592000.0;1205149000.0;;81267000.0;1.14
863110.0;;431626000.0;;;1.26
863436.0;;1893878000.0;;42822000.0;1.85
863894.0;;37471711.0;4338649.0;;0.15
863895.0;;109983.0;4864996.0;;-0.52
864240.0;145323000.0;68112000.0;48400000.0;6945000.0;-1.38
864270.0;;66653000000.0;54585000000.0;;
864509.0;133101689.0;36145862.0;18063152.0;178186.0;-0.27
864559.0;143978000.0;132311000.0;22915000.0;3109000.0;0.75
864749.0;2290400000.0;3680700000.0;1460100000.0;36700000.0;0.47
864839.0;1713088.0;11670305.0;13895786.0;;-0.13
865058.0;64050000.0;148099000.0;103216000.0;168000.0;1.87
865436.0;;5741000000.0;1972000000.0;;1.49
865752.0;;5675189000.0;;;
865911.0;;2468029000.0;2131255000.0;;0.29
866368.0;373675000.0;2186658000.0;326059000.0;;2.53
866374.0;;12384981000.0;;;0.8
866439.0;0.0;646476.0;814754.0;732.0;
866609.0;;438416000.0;326376000.0;;-2.29
866706.0;;864208000.0;280026000.0;9700000.0;1.63
866729.0;1672800000.0;1713100000.0;;;1.18
866787.0;;8102349000.0;;;36.76
866829.0;;2411952000.0;1132989000.0;;-3.58
866970.0;79749772.0;41575351.0;60765810.0;1900000.0;
867028.0;;294171.0;;21628.0;
867038.0;5944000.0;25889000.0;7420000.0;47000.0;
867374.0;;1455902000.0;631708000.0;12200000.0;0.71
867665.0;67030000.0;267872000.0;183407000.0;;-1.21
867773.0;;4856993000.0;3279250000.0;;-1.39
868082.0;6337512.0;38603197.0;;;
868271.0;;762079000.0;675623000.0;1137000.0;0.21
868278.0;;14829000.0;;367000.0;-0.22
868611.0;606089000.0;620024000.0;;;1.23
868671.0;;9089232000.0;8012582000.0;;1.54
868725.0;;650291000.0;634871000.0;;-5.22
868780.0;;621865000.0;;;2.6
868857.0;;14014298000.0;10383355000.0;191300000.0;-1.04
869187.0;;1707144.0;5079454.0;212273.0;
870385.0;;1409669000.0;1269810000.0;1800000.0;1.51
870753.0;;111627000.0;39031000.0;;-1.0
870826.0;;265763000.0;188784000.0;10266000.0;-0.22
871763.0;;7517500000.0;;;5.46
872248.0;;379319000.0;;;-4.61
872448.0;;1260418000.0;383734000.0;43600000.0;0.06
872589.0;4103728000.0;5609132000.0;1954295000.0;;6.17
872912.0;;15733000.0;7132000.0;617000.0;-0.91
873044.0;184593000.0;167069000.0;101152000.0;5600000.0;-0.4
873303.0;;273782000.0;83435000.0;4700000.0;
873799.0;;94876021.0;2022571.0;;
873860.0;1741098000.0;7404809000.0;6550171000.0;19159000.0;-1.97
874015.0;283703000.0;956105000.0;755315000.0;6984000.0;
874238.0;623595000.0;267284000.0;;16200000.0;
874292.0;;51973056.0;10838348.0;408703.0;0.15
874396.0;;398952000.0;;7200000.0;0.89
874499.0;709475000.0;3334734000.0;1295897000.0;;-12.27
874716.0;;1474993000.0;1558988000.0;;2.07
874761.0;14963000000.0;36850000000.0;;1104000000.0;0.45
874766.0;18377000000.0;228348000000.0;210706000000.0;;4.05
874792.0;0.0;844.0;1147163.0;;
874866.0;;220269000.0;88321000.0;19502000.0;1.44
874977.0;1368600000.0;2828500000.0;1943900000.0;;1.25
875045.0;10763800000.0;19504800000.0;10129900000.0;217900000.0;15.38
875159.0;9308926000.0;58682938000.0;45028475000.0;;4.22
875296.0;78649329.0;26126768.0;23831490.0;357995.0;0.0
875320.0;1032336000.0;2498875000.0;1405247000.0;60000000.0;-2.31
875355.0;;31714000.0;;665000.0;0.13
875357.0;;31476128000.0;28208489000.0;34000000.0;4.22
875582.0;;51565648.0;;530449.0;0.4
875622.0;;45698113.0;;;1.41
875657.0;76427000.0;81522000.0;15506000.0;2401000.0;0.18
876167.0;377554000.0;877123000.0;;9394000.0;-0.17
876343.0;7036000.0;94660000.0;;1078000.0;
876378.0;;248602000.0;71325000.0;1248000.0;
876427.0;;999438000.0;463243000.0;36000000.0;2.07
876437.0;1040781000.0;5879545000.0;3643405000.0;3200000.0;3.45
876523.0;788369000.0;1212230000.0;520564000.0;;-1.59
876883.0;;1590250000.0;2007852000.0;18871000.0;
877212.0;;5024000000.0;4111000000.0;69000000.0;-2.69
877422.0;;1925448000.0;;;1.67
877860.0;228988000.0;2146349000.0;1003889000.0;;3.96
877890.0;;5481438000.0;;152964000.0;2.01
878004.0;;787995011.0;;;
878079.0;2789497000.0;1557206000.0;1522290000.0;;-2.9
878526.0;375865000.0;479496000.0;88786000.0;4200000.0;1.17
878560.0;3540113000.0;8345505000.0;4484069000.0;;2.51
878726.0;;361970000.0;134688000.0;16010000.0;0.08
878802.0;52038044.0;37153898.0;20888132.0;114993.0;
878828.0;;34706324.0;;458633.0;0.02
878927.0;;2466504000.0;781867000.0;164800000.0;3.57
879101.0;1166769000.0;11344171000.0;6075511000.0;;2.01
879169.0;753751000.0;1007440000.0;836285000.0;11300000.0;0.04
879407.0;382000.0;132267914.0;;;
879519.0;;2027.0;3093806.0;;-0.02
879526.0;2027489000.0;950126000.0;;16739000.0;1.55
879555.0;69045.0;1783433.0;15410947.0;;
879575.0;581700000.0;443700000.0;;;
879585.0;355369000.0;945004000.0;183280000.0;;1.06
879635.0;;931724000.0;861656000.0;;1.47
879682.0;;11494000.0;7558000.0;77000.0;
879703.0;;6600000.0;1516000.0;;0.04
879796.0;;49748000.0;22799000.0;;0.07
