companhia;receitas;ativos;passivos;depreciacao;ganhosPorAcao
1005731.0;1596777000.0;485682000.0;350742000.0;;3.69
1005757.0;752520000.0;877233000.0;531388000.0;14776000.0;2.01
1005817.0;;5689995000.0;5173529000.0;;3.91
1006028.0;;3261000.0;878000.0;27000.0;
1006045.0;41757000.0;41823000.0;8135000.0;506000.0;0.05
1006269.0;;214618000.0;106128000.0;;-2.28
1006281.0;4364000.0;97253000.0;86380000.0;2370000.0;
1006424.0;;1920216000.0;1697059000.0;3293000.0;0.31
1006837.0;1120806000.0;2742512000.0;2569247000.0;26800000.0;-1.5
1007019.0;;35274642.0;10856269.0;537890.0;
1007273.0;;399172512.0;360020800.0;;0.99
1007330.0;;80391000.0;27976000.0;5300000.0;-0.12
1007587.0;9622000.0;226277000.0;108101000.0;7193000.0;0.14
1008586.0;;50146018.0;26147840.0;;-0.3
1008654.0;0.0;1598200000.0;;46500000.0;3.72
1008848.0;;1116343000.0;;;0.26
1009626.0;2263460000.0;4038178000.0;1504643000.0;73623000.0;0.81
1009672.0;;836369000.0;;;-4.76
1009759.0;85211000.0;55892000.0;;1300000.0;
1009829.0;331249000.0;505900000.0;352494000.0;10900000.0;1.2
1009891.0;;88250000.0;59445000.0;3090000.0;-0.11
1009925.0;479390.0;148330.0;2361719.0;;
1009976.0;;341090000.0;304954000.0;587000.0;2.86
1010086.0;;185732936.0;470161486.0;;-0.73
1010552.0;;1782247000.0;729038000.0;;0.52
1010566.0;160349.0;843020.0;;;
1010612.0;1286340000.0;947772000.0;269092000.0;44515000.0;1.64
1010858.0;828709000.0;1368959000.0;1429327000.0;0.0;-0.57
1011006.0;4968301000.0;45203966000.0;16124546000.0;472894000.0;-4.64
1011060.0;;2576000.0;2672000.0;76000.0;
1011109.0;432.0;24315653.0;671392.0;13654.0;-0.08
1011290.0;;1645210000.0;1376757000.0;66402000.0;
1011395.0;;310145.0;4761904.0;118344.0;-0.01
1011432.0;61253853.0;22869452.0;;155183.0;0.05
1011452.0;475525581.0;649764916.0;111335858.0;;1.88
1011509.0;8071000.0;17001000.0;9230000.0;;-0.48
1011570.0;;856085000.0;600611000.0;17364000.0;1.38
1011659.0;4345000000.0;116206000000.0;100546000000.0;;
1011835.0;;1431591000.0;558912000.0;;1.53
1012019.0;4979733000.0;2852008000.0;;131800000.0;1.64
1012100.0;;7426000000.0;6898900000.0;124600000.0;1.63
1012271.0;384006000.0;2271832000.0;1021672000.0;87458000.0;1.41
1012477.0;;214977000.0;147112000.0;568000.0;1.0
1012493.0;2024390000.0;2464056000.0;;61300000.0;
1012569.0;34292000000.0;65173000000.0;;1713000000.0;
1012620.0;;6795604000.0;;159100000.0;3.97
1012771.0;722809000.0;9132004000.0;7997530000.0;8200000.0;4.55
1013237.0;1006768000.0;736671000.0;205087000.0;23100000.0;5.8
1013238.0;23429000.0;35626000.0;12516000.0;;-1.17
1013272.0;;750505000.0;649507000.0;;1.6
1013462.0;942753000.0;2729904000.0;;19500000.0;2.82
1013488.0;;681665000.0;365182000.0;;1.76
1013606.0;;335817000.0;232510000.0;4600000.0;
1013706.0;83800000.0;43770000.0;15991000.0;264000.0;0.26
1013857.0;682695000.0;627758000.0;304899000.0;10600000.0;0.47
1013871.0;14674000000.0;32882000000.0;27117000000.0;;-19.46
1013880.0;;843327000.0;398379000.0;54000000.0;1.27
1013934.0;;248434000.0;105578000.0;;3.78
1014111.0;;168400000.0;144000000.0;7000000.0;-4.84
1014473.0;1059366000.0;2357737000.0;3428184000.0;;3.29
1014507.0;;1902300000.0;561400000.0;;3.35
1014739.0;;546505000.0;564465000.0;22743000.0;
1015155.0;;44140838.0;5752061.0;672000.0;-0.47
1015328.0;;22917166000.0;20564892000.0;;3.05
1015739.0;;63619000.0;;400000.0;0.2
1015780.0;1428000000.0;45427000000.0;39628000000.0;;0.92
1016125.0;618081000.0;1465569000.0;1131503000.0;;0.79
1016169.0;45658100.0;84562171.0;17519560.0;1034057.0;
1016178.0;;741728000.0;687513000.0;1415000.0;-0.05
1016281.0;;837353000.0;679759000.0;10400000.0;1.16
1016708.0;;560736.0;335783.0;;
1017110.0;;146115.0;6670091.0;;-0.03
1017290.0;;2098086.0;12544812.0;68132.0;
1017480.0;;442372000.0;131526000.0;;2.95
1017491.0;;7855000.0;17799000.0;300000.0;
1017616.0;;124064.0;17701579.0;15542.0;
1017655.0;272920.0;498714.0;1130867.0;9656.0;
1017673.0;46539000.0;82448000.0;30455000.0;2216000.0;0.14
1017793.0;;2210584000.0;1954196000.0;5600000.0;0.55
1017907.0;331892000.0;402127000.0;298457000.0;1751000.0;-0.05
1017968.0;116704000.0;107424000.0;34040000.0;618000.0;-0.35
1018003.0;;12307260000.0;8339474000.0;91006000.0;1.4
1018164.0;199610000.0;1308577000.0;1098245000.0;;0.94
1018254.0;894638000.0;7663844000.0;3816797000.0;;1.3
1018399.0;;2285531000.0;2105204000.0;4300000.0;1.56
1018724.0;;65444000000.0;;;1.28
1018840.0;;2433039000.0;;;0.52
1018963.0;;5751700000.0;3555200000.0;;-3.53
1018979.0;400954000.0;1502045000.0;1048064000.0;1348000.0;3.72
1019034.0;5261225.0;20416079.0;2266162.0;42996.0;
1019272.0;;248536000.0;200337000.0;185000.0;0.32
1019361.0;;706491000.0;163882000.0;13133000.0;1.47
1019650.0;;961218000.0;839937000.0;;11.08
1019671.0;;177669000.0;46651000.0;;-1.42
1019695.0;;40004000.0;10825000.0;;
1019737.0;919486000.0;1015896000.0;422358000.0;23612000.0;1.26
1019787.0;;1428566.0;13940507.0;28579.0;
1019849.0;;8022700000.0;6187800000.0;78000000.0;3.63
1020214.0;;139470000.0;44705000.0;;-0.58
1020416.0;;1159909000.0;678503000.0;41718000.0;0.82
1020475.0;629161.0;5205315.0;6485523.0;11541.0;
1020569.0;;6350587000.0;;301219000.0;0.58
1020710.0;1247043000.0;683980000.0;;12622000.0;-2.68
1020859.0;;2550190000.0;1164657000.0;55000000.0;
1021162.0;797976000.0;4835093000.0;;122197000.0;-21.29
1021270.0;114226000.0;57825000.0;35764000.0;;-0.63
1021435.0;4981000.0;2733700.0;5126700.0;117300.0;
1021561.0;;1505843000.0;680222000.0;61600000.0;2.29
1021604.0;19861000.0;28662000.0;15839000.0;1251000.0;
1021635.0;2196900000.0;9597400000.0;6271400000.0;;1.36
1021860.0;;26725000000.0;10265000000.0;391000000.0;-1.99
1022079.0;;9962000000.0;;223000000.0;4.92
1022321.0;2246529000.0;5459599000.0;3438848000.0;124207000.0;
1022344.0;5266103000.0;30650673000.0;25408767000.0;;
1022408.0;1204199000.0;616680000.0;297802000.0;2300000.0;6.17
1022469.0;;539167000.0;;13888000.0;0.21
1022505.0;;1996638.0;;;
1022646.0;;971486000.0;;;-20.94
1022652.0;220942000.0;198753000.0;168290000.0;5000000.0;
1022671.0;;6202082000.0;3530631000.0;263200000.0;-0.54
1022705.0;279738000.0;421694000.0;46740000.0;;-3.43
1023024.0;76322000.0;285265000.0;125183000.0;700000.0;1.34
1023128.0;7864252000.0;3227299000.0;2399135000.0;;6.96
1023291.0;5370000000.0;23330000000.0;48391000000.0;790000000.0;
1023313.0;;318991000.0;191689000.0;8192000.0;0.67
1023364.0;133226000.0;153588000.0;45387000.0;;0.47
1023458.0;594031.0;9089251.0;;;
1023459.0;18314248.0;27344226.0;7812024.0;211454.0;0.23
1023731.0;209336000.0;313452000.0;38146000.0;4994000.0;-0.06
1023844.0;163046000.0;63382000.0;18120000.0;294000.0;0.02
1023860.0;;717888000.0;670315000.0;;0.62
1023994.0;;757549.0;6637186.0;3728.0;
1024126.0;175850000.0;511158000.0;478061000.0;361000.0;-2.78
1024305.0;;7100200000.0;6659800000.0;;0.45
1024478.0;;6404700000.0;;133100000.0;6.15
1024626.0;44227.0;1801030.0;;;
1024628.0;;79650000.0;94434000.0;;
1024657.0;2280259000.0;3612279000.0;4164417000.0;111214000.0;2.9
1024725.0;8209000000.0;3967000000.0;3449000000.0;;4.14
1024795.0;200727000.0;241540000.0;19353000.0;8442000.0;1.24
1025362.0;;169444179.0;75052894.0;2255056.0;-0.05
1025378.0;938383000.0;8754673000.0;5178301000.0;141500000.0;1.62
1025771.0;;973470.0;;;
1025835.0;;3608483000.0;3257654000.0;;1.92
1025877.0;;541264000.0;482417000.0;932000.0;1.61
1025953.0;6131000.0;31939000.0;94532000.0;148000.0;-0.32
1025996.0;;5939469000.0;2704883000.0;;2.44
1026214.0;;1986050000000.0;1983110000000.0;;
1026655.0;;139803000.0;51070000.0;5955000.0;1.59
1027099.0;;6890254.0;269454.0;;
1027183.0;;946282972.0;864112198.0;;0.49
1027207.0;544205000.0;823897000.0;;;-0.33
1027235.0;566587.0;2879533.0;4565373.0;101663.0;
1027884.0;12929504000.0;9202357000.0;7038767000.0;103510000.0;-4.72
1028153.0;;10599292.0;10920778.0;300888.0;
1028215.0;;242359000.0;118938000.0;17500000.0;1.04
1028734.0;;3351767000.0;3078231000.0;2700000.0;0.63
1028918.0;;2790646000.0;2491666000.0;;1.21
1028954.0;;684503000.0;630562000.0;998000.0;0.81
1029125.0;;1808000.0;;;
1029142.0;4050000.0;216633000.0;29554000.0;;
1029199.0;;2192714000.0;1366786000.0;40200000.0;1.89
1029581.0;;32847000.0;6174000.0;86000.0;
1029730.0;1152118000.0;574358000.0;198327000.0;;-0.21
1029744.0;36459000.0;34803000.0;27000000.0;1599000.0;-1.04
1029800.0;115312000.0;861075000.0;304342000.0;;0.92
1029831.0;;1864447000.0;1395903000.0;;
1030192.0;1891173.0;7824599.0;2008052.0;;
1030206.0;147200000.0;144873000.0;;4381000.0;0.61
1030469.0;;7099149000.0;6202072000.0;11100000.0;-0.37
1030749.0;;1370270000.0;;;-8.7
1030916.0;5198467.0;5160265.0;;;
1031029.0;;115674000.0;73749000.0;12408000.0;
1031093.0;;9196410.0;;889.0;
1031203.0;10632505000.0;4414929000.0;;;3.91
1031296.0;15026000000.0;52187000000.0;;1282000000.0;1.37
1031316.0;243867000.0;1921368000.0;985712000.0;;
1031623.0;306120000.0;316923000.0;59726000.0;26204000.0;-1.75
1031896.0;3043.0;9653.0;8342644.0;;
1031927.0;;805090.0;3330963.0;;
1032033.0;;15214098000.0;13117775000.0;7437000.0;0.6
1032208.0;10231000000.0;41150000000.0;;1178000000.0;5.43
1032220.0;2099821000.0;1280171000.0;664472000.0;37000000.0;2.37
1032975.0;;1324147000.0;564199000.0;51108000.0;0.73
1033012.0;;13715000000.0;12186000000.0;26000000.0;2.27
1033128.0;;2718051000.0;1602916000.0;92955000.0;0.67
1033905.0;;402556000.0;34020000.0;9400000.0;0.88
1034054.0;1638474000.0;7403215000.0;;296500000.0;
1034563.0;15272000000.0;36442000000.0;26409000000.0;757000000.0;
1034592.0;20710837.0;6317312.0;27735786.0;233798.0;0.02
1034594.0;;456296000.0;416727000.0;998000.0;0.08
1034670.0;;7525500000.0;;299400000.0;5.18
1034760.0;;50858471.0;18667805.0;488584.0;-66
1034842.0;;131747000.0;;;
1035002.0;;44343000000.0;;1300000000.0;8.0
1035092.0;;1135143000.0;988176000.0;912000.0;0.56
1035201.0;;2246095000.0;;;0.94
1035216.0;534290000.0;2288204000.0;;41365000.0;
1035267.0;;4907300000.0;587800000.0;61100000.0;15.87
1035443.0;;8911120000.0;4617156000.0;;
1035688.0;;4426666000.0;3279928000.0;96100000.0;1.0
1035748.0;;241642000.0;112841000.0;6011000.0;
1035976.0;;1090618000.0;1004440000.0;1200000.0;2.17
1035983.0;;691594000.0;326589000.0;15935000.0;1.32
1036030.0;;433632000.0;393727000.0;;0.6
1036044.0;60794000.0;53896000.0;39706000.0;1700000.0;
1036188.0;;286413000.0;;3968000.0;
1036262.0;38889000.0;39984000.0;;465000.0;0.18
1036848.0;;181025000.0;139746500.0;9062100.0;4.17
1036960.0;1370200000.0;1585900000.0;483400000.0;124000000.0;-0.13
1036968.0;18114000.0;13155000.0;17866000.0;;
1037038.0;;6213000000.0;2469000000.0;286000000.0;4.65
1037131.0;764.0;158708.0;2247587.0;;
1037189.0;;19292079.0;1138479.0;;
1037390.0;28088000.0;209301000.0;114492000.0;86000.0;0.08
1037540.0;2490821000.0;18379456000.0;10492529000.0;;3.73
1037646.0;2395447000.0;2018485000.0;1438028000.0;33087000.0;12.75
1037649.0;1440910.0;6491520.0;8952920.0;;
1037676.0;395323000.0;5106738000.0;6351027000.0;;
1037760.0;538576000.0;821647000.0;451664000.0;;-0.67
1037868.0;;6664530000.0;3409904000.0;68707000.0;2.46
1038074.0;;1011463000.0;250349000.0;12517000.0;0.7
1038133.0;104597000.0;109719000.0;30444000.0;;0.8
1038205.0;;9879459000.0;8411665000.0;10801000.0;2.1
1038222.0;;133199226.0;31619778.0;429498.0;0.92
1038277.0;;11243227.0;7660321.0;97680.0;
1038357.0;4825000000.0;15154000000.0;;;-1.83
1038509.0;328035000.0;15631769000.0;14965160000.0;;
1038773.0;;1023962879.0;923786020.0;992746.0;0.35
1039065.0;829660000.0;991723000.0;450877000.0;52200000.0;1.35
1039101.0;;12085000000.0;7656000000.0;166000000.0;-2.97
1039399.0;;342723000.0;48042000.0;;
1039466.0;1215632.0;94867.0;974118.0;4650.0;
1039684.0;7763206000.0;15446111000.0;;;1.17
1039828.0;1518937000.0;49041163000.0;47096628000.0;;2.78
1040130.0;;90279000.0;7084000.0;770000.0;1.02
1040161.0;;43842000.0;17466000.0;1483000.0;
1040270.0;;885466000.0;467724000.0;;
1040426.0;968612000.0;1423270000.0;264825000.0;130000.0;3.01
1040593.0;;2026905000.0;1582851000.0;;-22.45
1040719.0;1274259000.0;18591501000.0;17786825000.0;;-7.0
1040765.0;;21143293000.0;12437994000.0;;
1040792.0;9736541.0;2938777.0;;13015.0;
1040799.0;;691387000.0;630981000.0;684000.0;0.62
1040829.0;1092124000.0;2331434000.0;;112200000.0;2.18
1040850.0;;91318.0;973893.0;2766.0;
1040896.0;7014665.0;18472834.0;2146422.0;122828.0;-0.55
1040971.0;1662829000.0;19857941000.0;11431902000.0;;2.71
1041024.0;;87822125.0;;655265.0;
1041061.0;13105000000.0;8075000000.0;7100000000.0;;2.97
1041368.0;;921229000.0;812956000.0;;0.28
1041379.0;259000000.0;266700000.0;;9200000.0;1.94
1041514.0;590749000.0;1263500000.0;660280000.0;;1.72
1041550.0;;903154000.0;815524000.0;1266000.0;0.38
1041657.0;450861000.0;1346524000.0;1407062000.0;;-1.54
1041803.0;0.0;991692000.0;425108000.0;;2.95
1041859.0;;897948000.0;370155000.0;;
1042046.0;6145000000.0;49859000000.0;45089000000.0;;4.02
1042074.0;;43079000.0;14964000.0;;-0.82
1042187.0;;41804969.0;;1409210.0;0.32
1042418.0;0.0;885859.0;461880.0;;
1042642.0;;5304556000.0;18456022000.0;;
1042729.0;;2903556000.0;2569752000.0;3000000.0;1.63
1042773.0;4527000000.0;9153000000.0;;211000000.0;
1042776.0;584769000.0;4434535000.0;2238091000.0;134503000.0;
1042810.0;;3375903000.0;1605752000.0;;0.51
1042893.0;844310000.0;1428250000.0;103792000.0;30500000.0;5.0
1043000.0;;1019033000.0;;;-0.5
1043121.0;2490821000.0;18379456000.0;10492529000.0;;3.73
1043186.0;;38586000.0;15924000.0;890000.0;-0.36
1043219.0;;75190893000.0;63284971000.0;12661000.0;0.42
1043277.0;13476084000.0;3184358000.0;2033908000.0;32412000.0;3.52
1043337.0;644812000.0;364252000.0;;18964000.0;0.83
1043509.0;9624299000.0;3562381000.0;;;1.71
1043565.0;;27155807.0;394778.0;;
1043604.0;;8619200000.0;4044800000.0;141500000.0;1.62
1043894.0;;307303.0;1850300.0;22093.0;
1043951.0;;939508209.0;11426803.0;;
1043961.0;;4816000.0;17636000.0;200000.0;
1044378.0;609909.0;10586918.0;6894183.0;261000.0;-1.02
1044435.0;57421000.0;30595000.0;;997000.0;
1044777.0;;311822000.0;63774000.0;;1.07
1045309.0;;3676000000.0;3463500000.0;;2.0
1045425.0;323982000.0;4447296000.0;3617160000.0;;0.08
1045450.0;421017000.0;4217270000.0;2143402000.0;85900000.0;2.94
1045539.0;;885466000.0;467724000.0;;
1045540.0;;885466000.0;467724000.0;;
1045541.0;;885466000.0;467724000.0;;
1045542.0;;885466000.0;467724000.0;;
1045543.0;;885466000.0;467724000.0;;
1045544.0;;885466000.0;467724000.0;;
1045545.0;;885466000.0;467724000.0;;
1045546.0;;885466000.0;467724000.0;;
1045547.0;;885466000.0;467724000.0;;
1045609.0;;31394767000.0;12973931000.0;;1.66
1045610.0;;31394767000.0;12973931000.0;;1.66
1045742.0;33369866.0;40664356.0;32396796.0;472220.0;
1045810.0;5010000000.0;7370000000.0;2814000000.0;124000000.0;1.13
1045929.0;12127.0;346237.0;5163037.0;147664.0;
1045942.0;20792715.0;54030451.0;39662338.0;;
1046025.0;;3650792000.0;3180822000.0;4000000.0;1.25
1046050.0;;815815000.0;726628000.0;1356000.0;1.2
1046102.0;;1120115000.0;387971000.0;35374000.0;1.27
1046203.0;;652835072.0;586412607.0;918441.0;1.32
1046257.0;;5074000000.0;;;5.62
1046311.0;859878000.0;717010000.0;1112909000.0;;2.24
1046327.0;125296000.0;161343000.0;40660000.0;8100000.0;-2.26
1046568.0;847273000.0;610915000.0;;24800000.0;0.76
1046995.0;25142000.0;28083000.0;;1500000.0;-0.16
1047122.0;;29281000000.0;;307000000.0;6.81
1047127.0;;4031300000.0;2806167000.0;492500000.0;0.24
1047166.0;;12083000000.0;10607000000.0;;6.14
1047170.0;;1270384000.0;1144109000.0;;0.38
1047335.0;;1045329000.0;;;3.34
1047340.0;;2596100000.0;845200000.0;;1.18
1047862.0;12554000000.0;45642000000.0;;;4.07
1047881.0;;19264851.0;13054670.0;244292.0;0.01
1047884.0;;6636340000.0;5934189000.0;441000.0;0.08
1048055.0;;1173000.0;;36000.0;
1048268.0;573857000.0;226710000.0;125296000.0;2509000.0;0.77
1048286.0;14486000000.0;6082000000.0;;132000000.0;3.22
1048477.0;889895000.0;3729368000.0;1328521000.0;50100000.0;
1048695.0;;2312290000.0;;30100000.0;5.07
1048789.0;886254000.0;1883977000.0;1568368000.0;;
1048911.0;50365000000.0;46064000000.0;;2600000000.0;6.59
1049502.0;;1273347000.0;;15339000.0;2.3
1049521.0;270154000.0;736496000.0;263452000.0;6900000.0;0.58
1049606.0;;134792000.0;;3500000.0;
1049782.0;;6042338000.0;5368852000.0;;0.71
1050007.0;;212449000.0;52202000.0;9896000.0;1.59
1050377.0;;639074000.0;246623000.0;;1.77
1050441.0;;6076649000.0;5338048000.0;6100000.0;2.54
1050446.0;529869000.0;656894000.0;201613000.0;;9.33
1050606.0;;597375000.0;387554000.0;12400000.0;0.43
1050743.0;108166000.0;3364659000.0;3088983000.0;3921000.0;1.31
1050797.0;;1846153000.0;430340000.0;;2.48
1050825.0;;1808600000.0;1071700000.0;63300000.0;1.37
1050915.0;;5213543000.0;2125728000.0;162845000.0;
1051251.0;;1516277000.0;2285264000.0;103966000.0;
1051343.0;;621213000.0;559269000.0;;0.31
1051470.0;;22036245000.0;14947024000.0;774900000.0;4.44
1051512.0;5176241000.0;9422462000.0;;;2.02
1051514.0;;51372000.0;35285000.0;;
1051627.0;77502000.0;151896000.0;14335000.0;;-0.07
1051741.0;;39918000000.0;35792000000.0;;0.55
1052054.0;25576000.0;50429000.0;18267000.0;314000.0;0.28
1052100.0;1516631000.0;1555719000.0;709264000.0;;
1052257.0;;1354447.0;4918652.0;180567.0;
1052595.0;;287218000.0;119617000.0;;0.14
1052752.0;110733000.0;899129000.0;492568000.0;;
1053059.0;;12005091000.0;5622616000.0;453423000.0;3.5
1053112.0;;6867293000.0;11778877000.0;857440000.0;0.65
1053352.0;;2361579000.0;2116143000.0;;0.48
1053369.0;;31878550.0;20715072.0;;-0.01
1053374.0;;37843000.0;15242000.0;2900000.0;
1053507.0;;26904272000.0;20191454000.0;661400000.0;1.42
1053532.0;1216584000.0;4074817000.0;1697334000.0;;1.09
1053584.0;;1729643000.0;1577666000.0;2608000.0;0.38
1053650.0;359311000.0;407203000.0;112033000.0;21100000.0;1.1
1053691.0;;19917848.0;3478328.0;23269.0;
1053706.0;;313717000.0;;5500000.0;
1054102.0;;67712000.0;54674000.0;600000.0;
1054274.0;15040929.0;89751528.0;37326685.0;;
1054721.0;;55258000.0;;;0.51
1054905.0;;1030000000.0;;13000000.0;4.96
1055160.0;;13167323000.0;10200062000.0;;
1055726.0;40572111.0;213840859.0;37907806.0;1048431.0;-0.43
1056087.0;1056574000.0;1923034000.0;;53200000.0;-3.47
1056239.0;;12085000000.0;7656000000.0;166000000.0;-2.97
1056285.0;;238585000.0;118890000.0;22182000.0;0.97
1056288.0;926609000.0;1187203000.0;529497000.0;9200000.0;
1056358.0;;68642000.0;30078000.0;;2.18
1056386.0;;555555000.0;441119000.0;;
1056696.0;131300000.0;337912000.0;;;1.41
1056757.0;;5857217.0;789419.0;;0.04
1056903.0;;1348600000.0;;;1.61
1056923.0;;521797000.0;357029000.0;;0.21
1056943.0;;1819058000.0;1570290000.0;;2.36
1057051.0;;27105882.0;1251613.0;;
1057058.0;;5121798000.0;3130014000.0;240357000.0;-0.78
1057060.0;;467622000.0;183977000.0;;1.97
1057083.0;;113710000.0;13313000.0;;-0.09
1057352.0;711764000.0;2079571000.0;535791000.0;19967000.0;-0.11
1057379.0;260940000.0;160379000.0;58235000.0;2582000.0;0.47
1057706.0;686894000.0;12573019000.0;10878885000.0;;0.1
1057877.0;;6023314000.0;;;3.88
1058057.0;2725828000.0;5442127000.0;1302004000.0;73800000.0;-1.59
1058090.0;;2725066000.0;597092000.0;;15.3
1058290.0;;13065400000.0;3787300000.0;;2.67
1058299.0;559984000.0;298660000.0;205523000.0;;0.24
1058307.0;;4316010.0;1434218.0;94412.0;-0.26
1058623.0;;3024787000.0;3008755000.0;33000000.0;-2.34
1058811.0;63393000.0;105415000.0;18800000.0;996000.0;0.1
1059142.0;64552400.0;872514595.0;559389768.0;5888973.0;
1059262.0;;784100000.0;;15900000.0;0.78
1059272.0;;216413000.0;64845000.0;;-0.35
1059556.0;3484500000.0;5123400000.0;5456400000.0;;4.7
1059562.0;375096000.0;415980000.0;;;-0.17
1059784.0;;2234090.0;10524410.0;1726.0;
1060009.0;;6518936000.0;;127400000.0;-1.11
1060349.0;;104027000.0;380354000.0;;3.28
1060386.0;;4554511000.0;2602420000.0;;-0.21
1060391.0;11013500000.0;20577200000.0;;;2.14
1060409.0;;70292648.0;111557636.0;;
1060523.0;;4029921000.0;3616774000.0;;1.45
1060736.0;336802000.0;895095000.0;;;
1060822.0;;2009113000.0;1134062000.0;;4.55
1061027.0;3061000.0;47002000.0;;;-0.5
1061069.0;53090000.0;62302000.0;;;
1061219.0;;48952000000.0;;1161600000.0;
1061630.0;;9376573000.0;6870842000.0;;
1061937.0;5387000000.0;11784000000.0;4559000000.0;;0.74
1061983.0;28658000.0;115237000.0;46647000.0;600000.0;
1062047.0;2950600000.0;2358100000.0;1019000000.0;141500000.0;1.73
1062128.0;;706000.0;55000.0;;
1062231.0;;3202700000.0;2901200000.0;163600000.0;3.03
1062273.0;5588002.0;3584103.0;5301420.0;902517.0;
1062292.0;141644000.0;196741000.0;37274000.0;;0.22
1062438.0;;1521694346.0;1400196256.0;;1.19
1062449.0;;1072382000.0;416645000.0;120060000.0;5.0
1062506.0;0.0;0.0;1503704.0;;
1062613.0;;1322526000.0;1324015000.0;212800000.0;3.39
1062822.0;130014000.0;654832000.0;368982000.0;;
1063104.0;826099.0;574581.0;;4632.0;
1063197.0;;1741000.0;158000.0;94000.0;
1063344.0;470385000.0;1969772000.0;1261617000.0;74007000.0;0.56
1063537.0;39896000.0;33635000.0;26298000.0;2548000.0;-0.9
1063761.0;5266103000.0;30650673000.0;25408767000.0;;
1064116.0;738710000.0;1561336000.0;1328620000.0;119400000.0;
1064117.0;738710000.0;1561336000.0;1328620000.0;119400000.0;
1064728.0;5609200000.0;11021300000.0;10102800000.0;;-109.98
1065059.0;418200000.0;820700000.0;;;
1065078.0;16565000.0;30381000.0;1691000.0;;0.17
1065087.0;402356000.0;865567000.0;578344000.0;22655000.0;-0.07
1065088.0;;17785000000.0;11209000000.0;;1.43
1065201.0;8969645.0;30387260.0;12865638.0;;
1065280.0;6779511000.0;10202871000.0;7979445000.0;;0.29
1065332.0;292376296.0;241237370.0;125431350.0;7300000.0;0.63
1065598.0;1596.0;80553.0;;4119.0;
1065696.0;;5647837000.0;;94400000.0;
1065837.0;;2047408000.0;671674000.0;;1.52
1065860.0;112623000.0;57566000.0;41765000.0;900000.0;
1065865.0;1076200000.0;2871500000.0;1177600000.0;;0.84
1066104.0;;1338552000.0;1294875000.0;32100000.0;2.77
1066605.0;548311000.0;572718000.0;317916000.0;8800000.0;0.93
1066656.0;;180370186.0;2551539.0;;
1066658.0;;27714068.0;326771.0;;
1066764.0;;5358514.0;1824857.0;15115.0;19632832.0
1067063.0;;4063490000.0;2379782000.0;;-1.41
1067294.0;;1576208000.0;;72390000.0;6.85
1067701.0;;12083000000.0;10607000000.0;;6.14
1067837.0;;1022108000.0;633039000.0;7419000.0;0.75
1067983.0;210821000000.0;552257000000.0;293630000000.0;6673000000.0;
1068148.0;;944100000.0;;21500000.0;
1068237.0;;13966891.0;454931.0;;
1068851.0;;22037216000.0;18574306000.0;;4.09
1068875.0;117708000.0;1299548000.0;822226000.0;1521000.0;-0.98
1069152.0;4534000.0;4442000.0;328000.0;;
1069157.0;;32350922000.0;29227972000.0;;2.67
1069183.0;;229881000.0;72877000.0;2300000.0;0.37
1069202.0;;1680200000.0;1578600000.0;;4.16
1069258.0;657100000.0;903300000.0;649100000.0;;0.34
1069308.0;;14416698.0;4801436.0;351403.0;
1069394.0;;14142630.0;2114479.0;578338.0;
1069530.0;;31918000.0;2551000.0;;-0.31
1069533.0;;148140730.0;;;1.08
1069878.0;;211998000.0;95535000.0;14300000.0;1.53
1069996.0;249893000.0;638298000.0;387539000.0;;2.98
1070081.0;;368041000.0;142040000.0;2876000.0;
1070154.0;;11955952000.0;10290879000.0;;0.6
1070296.0;;715827000.0;641319000.0;744000.0;1.87
1070336.0;66122000.0;464525000.0;14889000.0;693000.0;
1070412.0;3114401000.0;10929902000.0;6074126000.0;;-1.64
1070423.0;23152000000.0;22288000000.0;;380000000.0;
1070494.0;61000.0;221896000.0;22134000.0;647000.0;
1070680.0;;351293000.0;312981000.0;211000.0;0.23
1070698.0;94240000.0;423348000.0;306156000.0;1310000.0;
1070750.0;5387000000.0;11784000000.0;4559000000.0;;0.74
1070985.0;1755745000.0;3356018000.0;1893270000.0;151400000.0;1.9
1071255.0;185924000.0;378784000.0;168299000.0;;1.45
1071411.0;101694516.0;105752266.0;91298297.0;5500000.0;
1071739.0;22760000000.0;7339000000.0;5015000000.0;78000000.0;2.98
1071840.0;;386287.0;;9623.0;
1071993.0;;416756000.0;178913000.0;;
1072379.0;;70797000.0;75473000.0;56000.0;
1072627.0;159966000.0;241022000.0;190925000.0;200000.0;0.04
1073429.0;974717000.0;712902000.0;547981000.0;;1.81
1073475.0;;432181000.0;392657000.0;;1.57
1073748.0;;3692.0;;;
1074828.0;;2460678.0;;79576.0;
1074902.0;;1280531000.0;1140423000.0;;1.18
1075415.0;998773000.0;7183978000.0;3824218000.0;257783000.0;
1075531.0;;17420575000.0;8625106000.0;;50.09
1075607.0;;3133000000.0;1982000000.0;85000000.0;
1075706.0;;973504542.0;887079206.0;;1.56
1075736.0;7823000.0;5660000.0;3456000.0;;-0.35
1076481.0;128282000.0;118782000.0;157180000.0;;-0.14
1076522.0;;4280327.0;;8306.0;-0.06
1076541.0;0.0;2206.0;;;
1076682.0;6693000.0;17661000.0;;;
1076744.0;;81120.0;321716.0;8117.0;
1076784.0;;3088014.0;4756081.0;6200.0;-0.04
